,index,id,target,enzyme,smile,name
1194,1194,DB13179,P49228|P60723|O75469,P20815|Q9HB55|P10632|P08684|P24462,140|168|174|196|206|264|314|438|521|539|560|564|595|649|650|656|669|679|687|695|722|731|750|792|798|807|841|881|886|905|908|926|937|941|1017|1019|1035|1057|1060|1077|1126|1163|1224|1292|1307|1309|1323|1326|1341|1380|1381|1392|1468|1481|1509|1629|1635|1679|1763|1779|1816|1859|1860|1885|1917|1921|1950|1964|1988,Troleandomycin
1195,1195,DB13257,P69905|P02786|Q9UP52,P00450|P81172|P02787|Q9BQS7|Q53TN4,350|650|715|958|1090|1309|1476,Ferroussulfateanhydrous
1196,1196,DB13345,P08908|P28222|P28221|P28566|P30939|P28223|P41595|P28335|P46098|O95264|Q8WXA8|Q70Z44|A5X5Y0|Q13639|P50406|P34969|P08588|P07550|P13945|P35348|P35368|P25100|P08913|P18089|P18825|P21728|P21918|P14416|P35462|P21917,P08684,1|5|80|84|94|119|149|150|202|230|231|255|283|314|344|371|389|400|446|455|458|486|517|551|580|634|650|656|684|689|695|739|806|807|820|844|926|935|974|979|1019|1027|1028|1039|1041|1057|1060|1066|1074|1088|1102|1105|1114|1118|1145|1152|1154|1173|1199|1236|1281|1292|1293|1325|1351|1377|1380|1456|1480|1511|1689|1730|1734|1750|1754|1760|1783|1797|1849|1873|1879|1917|1937|1984|1995,Dihydroergocristine
1197,1197,DB13783,P23219|P35354,P16662,45|60|80|145|147|152|216|239|264|322|325|359|389|561|650|684|695|718|781|807|813|816|841|858|875|935|1057|1070|1140|1282|1357|1380|1385|1386|1504|1511|1536|1633|1683|1697|1722|1737|1750|1766|1873|1915|1917|1972|2004|2021|2034,Acemetacin
1198,1198,DB13857,P06401,P08684,84|242|253|280|296|314|351|455|519|529|630|650|690|730|807|815|841|881|916|926|1017|1019|1057|1060|1160|1162|1202|1274|1319|1325|1366|1380|1386|1434|1436|1484|1695|1738|1873|1917|1941|1973|2000,Demegestone
1199,1199,DB13867,P04150|P06401|P47712|P08235,P08684|P20815|P24462|P10632,22|32|80|84|116|251|314|372|403|519|547|599|650|679|748|753|760|781|787|807|812|825|835|926|967|1019|1020|1057|1060|1154|1165|1168|1194|1239|1257|1274|1292|1309|1380|1436|1448|1556|1609|1617|1679|1737|1748|1774|1791|1828|1860|1873|1917|1928|1975|2021|2026,Fluticasone
1200,1200,DB13874,P48735,P05177|P20813|P10632|P11712|P33261|P10635|P08684|P22309|P35503|P22310|O60656|P16662|P54855,19|64|80|114|130|191|310|318|319|329|378|392|491|575|787|807|809|855|875|888|895|980|1009|1037|1039|1057|1088|1131|1146|1152|1184|1380|1385|1416|1434|1452|1453|1582|1586|1750|1851|1855|1866|1873|1908|1910|1928|1953|1961|2047,Enasidenib
1201,1201,DB13878,Q5L478,P08684|Q9HB55|P20815|P24462|P22309,1|16|90|108|117|119|123|146|187|193|210|231|242|283|335|339|373|378|407|446|447|534|571|582|650|695|699|797|801|802|807|841|872|875|892|926|935|950|968|1019|1027|1028|1036|1057|1097|1114|1118|1133|1150|1152|1158|1189|1215|1238|1279|1284|1299|1312|1325|1351|1380|1410|1462|1480|1534|1666|1670|1677|1745|1750|1758|1803|1825|1840|1849|1855|1873|1917|1928|2000,Pibrentasvir
1202,1202,DB13879,Q91RS4,P08684|Q9HB55|P20815|P24462|P22309|P08684,1|5|8|12|33|114|162|172|242|251|289|301|307|308|310|314|344|350|378|392|419|431|463|490|531|573|641|650|656|679|684|689|711|739|750|787|802|807|816|892|914|919|926|935|937|939|943|1019|1028|1050|1057|1060|1063|1088|1091|1096|1097|1114|1128|1152|1162|1199|1224|1239|1247|1256|1274|1288|1292|1325|1380|1450|1453|1466|1470|1476|1511|1513|1524|1548|1561|1567|1618|1627|1642|1651|1726|1750|1806|1819|1843|1850|1855|1873|1879|1917|1928|1955|1973,Glecaprevir
1203,1203,DB13919,P30556,P10632|P11712|P35503|P23219,73|74|80|155|186|222|237|248|289|293|294|310|335|352|378|389|456|461|650|662|695|802|807|873|896|929|935|984|1039|1047|1057|1088|1097|1098|1114|1160|1164|1199|1238|1380|1440|1447|1452|1523|1585|1609|1683|1750|1754|1765|1770|1776|1855|1865|1873|1917|1946|1991,Candesartan
1204,1204,DB13928,P43220,P27487|P08473|P06858|P04745,1|6|13|41|79|80|81|114|117|119|140|151|173|197|219|222|227|283|294|310|328|339|343|354|364|378|389|390|392|449|482|507|545|572|573|575|592|597|623|625|648|650|667|680|691|695|708|713|724|726|736|739|745|759|785|786|806|807|849|857|859|875|894|895|931|955|966|983|989|1015|1022|1050|1057|1066|1088|1104|1110|1114|1118|1141|1143|1145|1152|1171|1193|1199|1267|1275|1283|1287|1290|1307|1313|1344|1349|1357|1380|1393|1395|1440|1451|1452|1460|1482|1500|1517|1530|1544|1564|1573|1575|1589|1602|1607|1616|1618|1623|1624|1633|1635|1649|1691|1693|1715|1718|1719|1737|1750|1752|1754|1758|1773|1778|1783|1785|1790|1823|1829|1844|1847|1849|1857|1873|1876|1879|1898|1911|1917|1937|1959|1970|1992|2004|2006|2016|2020,Semaglutide
1205,1205,DB13943,P10275|P03372|P08235,P08684|P21397|P05108|P20815|P24462|P04798|Q16696|P20813|P33261|P10632|P11712|Q9HB55|P18405|P31213|Q9H8P0|P11511,7|16|29|80|84|88|105|114|182|242|249|314|408|479|484|504|519|529|562|622|650|682|695|807|832|841|890|926|1019|1028|1057|1060|1095|1126|1128|1162|1210|1219|1274|1286|1325|1380|1386|1437|1477|1564|1573|1617|1738|1790|1873|1884|1917|1951,Testosteronecypionate
1206,1206,DB13944,P10275|P03372|P08235,P08684|P21397|P05108|P20815|P24462|P04798|Q16696|P20813|P33261|P10632|P11712|Q9HB55|P18405|P31213|Q9H8P0|P11511,7|16|80|84|88|105|182|242|249|294|314|408|479|504|519|529|562|591|622|650|682|695|794|807|841|926|1019|1057|1060|1095|1126|1143|1162|1210|1219|1267|1274|1286|1325|1380|1386|1399|1444|1477|1564|1573|1617|1738|1790|1873|1884|1911|1917|1951,Testosteroneenanthate
1207,1207,DB13946,P10275|P03372|P08235,P08684|P21397|P05108|P20815|P24462|P04798|Q16678|Q16696|P20813|P33261|P10632|P11712|Q9HB55|P18405|P31213|Q9H8P0|P11511,7|16|80|84|88|105|182|242|249|294|314|408|479|504|519|529|562|591|622|650|682|695|794|807|841|926|1019|1057|1060|1095|1126|1143|1162|1210|1219|1267|1274|1286|1325|1380|1386|1399|1444|1477|1564|1573|1617|1738|1790|1873|1884|1911|1917|1951,Testosteroneundecanoate
1208,1208,DB13952,P03372|O75469|Q92731|P43681|Q15596|Q99527|P00846|Q14457|P37059|P62508,P05177|P22309|P08684|P20815|P24462|P04798|Q16678|P33261|P10632|P11712,105|322|408|455|519|555|562|622|650|695|713|718|728|760|807|823|875|926|1017|1019|1027|1035|1039|1057|1060|1073|1142|1162|1236|1257|1274|1313|1325|1349|1380|1476|1477|1660|1729|1738|1750|1775|1873|1911|1917|1941|1951,Estradiolacetate
1209,1209,DB13953,P03372|O75469|Q92731|P43681|Q15596|Q99527|P00846|Q14457|P37059|P62508,P05177|P22309|P08684|P20815|P24462|P04798|Q16678|P33261|P10632|P11712,105|145|212|322|389|408|455|519|555|562|606|622|650|695|713|718|728|760|807|823|866|875|926|1019|1027|1039|1057|1060|1073|1088|1142|1162|1199|1236|1257|1274|1313|1325|1380|1385|1476|1477|1660|1729|1738|1750|1873|1911|1917|1941|1951|1985,Estradiolbenzoate
1210,1210,DB13954,P03372|O75469|Q92731|P43681|Q15596|Q99527|P00846|Q14457|P37059|P62508,P05177|P22309|P08684|P20815|P24462|P04798|Q16678|P33261|P10632|P11712,29|80|105|114|249|381|408|455|484|519|561|562|622|650|682|695|713|745|807|823|832|875|890|926|1019|1027|1028|1039|1057|1060|1073|1126|1128|1142|1162|1210|1236|1274|1313|1325|1380|1386|1437|1477|1564|1573|1602|1617|1660|1738|1750|1790|1873|1917|1951,Estradiolcypionate
1211,1211,DB13955,P03372|O75469|Q92731|P43681|Q15596|Q99527|P00846|Q14457|P37059|P62508,P05177|P22309|P08684|P20815|P24462|P04798|Q16678|P33261|P10632|P11712,80|105|249|294|322|408|455|519|555|562|591|622|650|682|695|713|718|794|807|823|875|926|1013|1019|1027|1038|1039|1057|1060|1073|1126|1142|1143|1162|1210|1236|1267|1274|1313|1325|1380|1386|1399|1444|1476|1477|1564|1573|1617|1660|1729|1738|1750|1790|1873|1911|1917|1951,Estradioldienanthate
1212,1212,DB13956,P03372|O75469|Q92731|P43681|Q15596|Q99527|P00846|Q14457|P37059|P62508,P05177|P22309|P08684|P20815|P24462|P04798|Q16678|P33261|P10632|P11712,80|105|249|294|381|408|455|519|561|562|591|622|650|682|695|713|745|794|807|823|875|926|1019|1027|1039|1057|1060|1073|1126|1142|1162|1210|1236|1274|1313|1325|1380|1386|1399|1436|1477|1564|1573|1602|1617|1660|1738|1750|1790|1873|1911|1917|1951,Estradiolvalerate
1213,1213,DB13997,P03433,P35503|P08684,1|4|71|80|102|147|157|216|240|245|289|314|333|361|371|397|421|422|439|523|589|626|650|656|659|675|684|695|699|727|783|807|841|859|879|906|911|926|935|949|950|971|1019|1027|1039|1057|1059|1088|1101|1123|1152|1199|1271|1380|1420|1427|1441|1445|1452|1480|1523|1548|1565|1620|1632|1699|1734|1750|1769|1803|1812|1840|1873|1917|1923|1928|1944|1956,Baloxavirmarboxil
1214,1214,DB14001,Q9UDX4|O76054|O75469|P05771|P09917|P17252|P23743|Q9Y6T7|Q16760|P52429|Q86XP1|P49619|O75912|Q5KSL6|P52824|Q13574,P09210|P09211|P78417|P21266|P48506|P15559|P09601|P00441,1|80|146|170|185|252|262|283|333|361|389|406|441|599|650|656|672|695|739|740|741|755|795|807|856|926|1038|1057|1060|1142|1162|1256|1274|1282|1287|1294|1380|1386|1423|1513|1564|1722|1725|1729|1737|1738|1763|1788|1847|1860|1911|1917|1919,alphaTocopherolsuccinate
1215,1215,DB14002,Q9UDX4|O76054|O75469|P05771|P09917|P17252,P09210|P09211|P78417|P21266|P48506|P15559|P09601|P00441,1|80|146|170|252|262|283|333|361|406|441|599|650|656|672|695|739|740|741|755|795|807|856|926|1017|1035|1057|1060|1142|1162|1274|1282|1294|1380|1513|1562|1722|1725|1729|1738|1763|1775|1788|1847|1860|1911|1917|1919,DalphaTocopherolacetate
1216,1216,DB14006,Q9Y5K3|P22303|P49585|O14939|P06276|Q13393|P36544,Q9Y6K0|Q9Y259|P28329|P35790|Q8NE62,80|222|319|379|414|473|606|628|650|715|725|807|913|1057|1088|1199|1211|1226|1360|1380|1447|1568|1602|1607|1750|1831|1873|1917|1955|1991,Cholinesalicylate
1217,1217,DB14011,P21554|P34972|P47775|P23415|P23415|P48167|O75311|Q14330|Q9Y2T6|P08908|P28223|P36544|P41143|P35372|P37231|Q8NER1|O43497|O95180|Q9P0X4|O75762|Q7Z2W7|Q9Y5S1|Q8NET8|Q9HBA0|P21796|P23219|P35354|P24752|P05093|P04035|P00390|P07203|P14902|F1T0I5|Q16678|P20815|P10635|P05177|P04798|P24462|Q08257|P04040|O00519|P00441|Q02083,P11712|P33261|P08684|P20815|P09917|P16050|P10635,25|61|67|80|89|193|204|209|294|519|521|591|656|701|713|794|807|835|875|918|926|978|982|1007|1017|1019|1022|1057|1060|1184|1212|1243|1274|1282|1283|1325|1335|1366|1380|1382|1424|1444|1510|1514|1594|1602|1607|1648|1722|1738|1754|1809|1873|1905|1911|1979,Nabiximols
1218,1218,DB14019,P25103,P08684,54|80|81|114|125|192|217|352|378|392|407|426|486|498|527|563|572|650|695|715|757|786|807|809|825|845|875|881|903|926|935|969|984|1049|1057|1088|1156|1158|1163|1175|1199|1248|1260|1380|1391|1417|1452|1453|1469|1480|1501|1530|1535|1596|1599|1716|1722|1724|1745|1750|1800|1838|1873|1901|1917|1920|1928|1957|1999|2018|2046,Fosnetupitant
1219,1219,DB14033,P0AC13,P11712,74|92|217|248|252|319|350|378|534|650|656|715|776|807|815|881|888|914|1017|1057|1168|1171|1380|1457|1476|1531|1542|1588|1614|1637|1681|1722|1750|1786|1804|1873|1917|1946,Acetylsulfisoxazole
1220,1220,DB14063,P08183,P08684,1|73|80|94|104|114|140|214|231|249|283|310|524|674|677|695|790|841|858|875|881|1027|1057|1163|1203|1236|1243|1245|1308|1337|1366|1380|1384|1417|1530|1536|1612|1665|1668|1750|1754|1802|1836|1873|1911|1951|1970,Dexverapamil
1221,1221,DB14064,P08183,P08684,1|80|114|214|231|283|389|524|674|677|790|858|881|1045|1057|1066|1088|1163|1199|1203|1220|1236|1243|1308|1337|1366|1380|1384|1417|1530|1668|1750|1754|1802|1836|1873|1911|1951|2017,Emopamil
1222,1222,DB14065,P08183,P08684,1|15|74|80|90|94|249|333|461|613|695|699|784|788|841|899|926|935|1057|1265|1321|1349|1364|1365|1380|1410|1480|1536|1599|1627|1670|1741|1750|1765|1791|1792|1853|1873|1928|1937|1970,Lomerizine
1223,1223,DB14066,P08183,P08684,87|94|148|231|233|249|307|326|333|351|486|656|695|706|841|858|875|926|935|1011|1019|1027|1057|1102|1145|1208|1236|1294|1311|1312|1355|1364|1380|1392|1428|1480|1536|1559|1599|1648|1660|1673|1729|1738|1750|1803|1810|1815|1862|1873|1888|1891|1892|1905|1922|1970|1979,Tetrandrine
1224,1224,DB14068,P08183,P08684,13|80|145|147|389|556|650|653|695|715|753|772|807|838|841|871|875|878|906|926|935|1005|1019|1039|1057|1060|1088|1114|1145|1152|1162|1167|1171|1195|1199|1274|1279|1280|1321|1380|1464|1480|1482|1497|1508|1561|1592|1610|1651|1663|1700|1712|1722|1734|1750|1791|1809|1873|1911|1917|1940|1963|2011,Dexniguldipine
1225,1225,DB14126,Q72547|Q3MS49|I6TLU5,P08684|P15531|P22392|P00568|P54819,1|80|149|192|209|283|316|378|397|445|486|489|538|650|695|807|884|932|935|962|1033|1056|1057|1095|1171|1210|1375|1380|1452|1455|1457|1459|1572|1629|1696|1724|1810|1814|1838|1873|1893|1922,Tenofovir
1226,1226,DB14185,P14416|P08908|P28223|P28222|P28221|P28566|P21728|P21918|P35462|P21917|P28335|P46098|P50406|P34969|P35367|P35348|P35368|P08913|P18089|P18825|P11229|P08172|P20309|P08173|P08912,P08684|P10635|P20815|P24462,13|74|80|147|177|231|259|294|314|322|366|407|488|498|561|588|591|597|650|653|677|695|718|766|794|798|807|845|852|875|893|926|935|946|974|1011|1034|1039|1057|1088|1143|1145|1219|1236|1249|1267|1269|1295|1330|1380|1386|1399|1444|1452|1480|1482|1501|1508|1564|1647|1665|1683|1738|1750|1791|1873|1911|1917|1980,Aripiprazolelauroxil
1227,1227,DB14487,P46663|P16455|P04075|P68104|P06733|O14556|P15531|P07237|P30101|Q06830|P78330|P60174|P49411|P03372|P08700|P02795|O14618|Q13547|P56524|P29372|P04279|P00441|Q9BY41|O15304|P23415|Q00987|P01308|P46939|P45381|P05109|P06702|P14780|O15350|P29034|P04637|P25713|O75340|Q8N907|P04731|P04217|P01023|P01019|P02765|P02743|P02647|P02652|P06727|Q0VD83|P02649|O14791|P02746|P02747|P00736|P09871|P01024|P0C0L5|P04003|P20851|P01031|P46736|P07357|P07358|P07360|P00751|P08603|P05156|P10909|P00450|P15169|P22792|P81605|P15924|P00748|P05160|P00734|O75636|P02671|P02751|P06396|P69905|P68871|P00739|Q86YZ3|P35858|P01876|P01871|P01599|P01619|P80748|P19827|P19823|Q06033|Q14624|P01591|P14923|P03952|P01042|P04264|P13645|P02533|P08779|P35908|P13647|P02538|P35527|P19652|Q96PD5|P27169|P20742|P31151|P49908|P01009|P01011|P29622|P08185|P05546|P04278|P02787|P02766|P04004|P51693|Q06481|P05067|P09874,P00915|P16870|P00326|P14735|P00441,82|650|715|807|1017|1057|1226|1809|1917,Zincacetate
1228,1228,DB14512,P04150|P06401,P10632|P08684|P20815,37|61|80|84|113|145|176|182|314|434|450|474|504|519|547|616|621|650|656|667|679|695|760|787|807|866|926|967|1019|1043|1057|1060|1066|1088|1109|1110|1130|1153|1194|1233|1257|1274|1292|1309|1325|1380|1428|1436|1438|1448|1556|1558|1624|1635|1655|1683|1738|1750|1754|1791|1873|1917|1926|1966|1975|1997|2021|2026,Mometasonefuroate
1229,1229,DB14520,P07822|P02786,Q53TN4,38|80|114|341|490|546|650|715|761|785|790|807|962|1023|1061|1226|1450|1917,Tetraferrictricitratedecahydrate
1230,1230,DB14533,P46663|P16455|P04075|P68104|P06733|O14556|P15531|P07237|P30101|Q06830|P78330|P60174|P49411|P03372|P08700|P02795|O14618|Q13547|P56524|P29372|P04279|P00441|Q9BY41|O15304|P23415|Q00987|P01308|P46939|P45381|P05109|P06702|P14780|O15350|P29034|P04637|P25713|P04731|P01023|P02765|P02647|Q0VD83|P02649|O14791|P02746|P02747|P00736|P09871|P01024|P0C0L5|P04003|P20851|P01031|P46736|P08603|P10909|P00450|P15169|P22792|P81605|P02671|P02751|P69905|P68871|P00738|P35858|P19827|P19823|Q06033|Q14624|P01591|P03952|P01042|P35527|P19652|Q96PD5|P27169|P20742|P31151|P49908|P01009|P01011|P08185|P05546|P04278|P02787|P02766|P04004|P51693|Q06481|P05067|P09874|P04114|P02790|P04196|P03951|P41238|Q02383,P16870|P00326|P14735|P00441|P00918,82|1866,Zincchloride
1231,1231,DB14538,P04083|P04150|P80365|P14060,P08684|P20815|P24462|P10632,51|80|84|88|147|155|182|188|242|294|314|408|470|479|493|504|519|529|622|639|650|679|693|695|718|807|841|846|849|897|898|926|934|1009|1017|1019|1035|1057|1060|1146|1153|1162|1219|1257|1274|1286|1325|1380|1386|1436|1489|1531|1738|1797|1850|1873|1884|1917|1938|1997|2004,Hydrocortisoneaceponate
1232,1232,DB14539,P04083|P04150|P80365|P14060,P08684|P20815|P24462|P15538|P19099|P10632,51|80|84|88|147|182|242|314|315|408|479|493|504|519|529|622|639|650|679|695|807|841|846|849|897|926|1009|1017|1019|1035|1057|1060|1154|1162|1219|1257|1274|1286|1307|1325|1380|1436|1489|1531|1544|1604|1738|1762|1797|1873|1884|1917|1938|1997|2004,Hydrocortisoneacetate
1233,1233,DB14540,P04083|P04150|P80365|P14060,P08684|P20815|P24462|P15538|P19099|P10632,51|80|84|88|155|182|188|222|242|294|314|408|450|470|479|504|519|529|622|650|679|695|718|794|807|841|849|897|926|990|1009|1019|1057|1060|1146|1153|1162|1219|1257|1274|1286|1325|1357|1380|1386|1436|1489|1531|1564|1612|1664|1738|1793|1797|1873|1884|1917|1938|1997,Hydrocortisonebutyrate
1234,1234,DB14541,P04083|P04150|P80365|P14060,P08684|P20815|P24462|P10632,29|51|80|84|88|114|147|182|242|264|314|315|408|479|484|504|519|529|622|639|650|677|679|695|807|832|841|849|890|897|926|1009|1019|1028|1057|1060|1128|1154|1162|1219|1257|1274|1286|1307|1325|1380|1386|1436|1437|1489|1531|1544|1564|1604|1738|1762|1797|1873|1884|1917|1938|1997|2004,Hydrocortisonecypionate
1235,1235,DB14542,P04083|P04150|P80365|P14060,P08684|P20815|P24462|P10632,51|80|84|88|182|192|242|295|314|315|408|479|486|504|519|529|622|650|679|695|807|841|849|886|897|926|1009|1019|1057|1060|1154|1162|1219|1257|1274|1286|1307|1325|1380|1436|1489|1531|1544|1604|1716|1738|1762|1797|1819|1838|1873|1884|1917|1926|1938|1997|2004,Hydrocortisonephosphate
1236,1236,DB14543,P04083|P04150|P80365|P14060,P08684|P20815|P24462|P15538|P19099|P10632,51|80|84|88|147|155|182|188|242|264|294|314|408|450|470|479|504|519|529|622|639|650|679|693|695|718|794|807|841|849|897|898|926|934|990|1009|1019|1057|1060|1146|1153|1162|1219|1257|1274|1286|1325|1357|1380|1386|1436|1489|1531|1564|1711|1738|1797|1873|1884|1917|1938|1997|2004,Hydrocortisoneprobutate
1237,1237,DB14544,P04083|P04150|P80365|P14060,P08684|P20815|P24462|P15538|P19099|P10632,51|80|84|88|155|182|188|222|242|294|314|408|470|479|504|519|529|591|622|650|679|695|718|794|807|841|849|897|926|990|1009|1019|1057|1060|1146|1153|1162|1219|1257|1274|1286|1325|1380|1386|1399|1436|1489|1531|1564|1612|1664|1738|1793|1797|1873|1884|1911|1917|1938|1997,Hydrocortisonevalerate
1238,1238,DB14568,O75874,P08684|P20813|P11712|P10632,1|3|41|49|102|142|237|251|283|305|314|330|364|366|378|387|527|530|531|561|573|581|610|650|674|679|699|779|782|787|790|798|807|827|849|875|881|926|935|974|1000|1010|1019|1060|1081|1088|1096|1136|1152|1179|1199|1325|1348|1370|1380|1384|1441|1452|1463|1487|1535|1603|1608|1616|1634|1653|1666|1670|1683|1710|1738|1750|1790|1866|1873|1917|1922|1928|1975|1985,Ivosidenib
1239,1239,DB14575,Q99571,P22309|P33261|P08684,0|56|140|231|371|372|405|435|461|550|567|650|807|926|935|1019|1027|1088|1096|1171|1199|1236|1257|1295|1380|1647|1708|1739|1750|1873|1917|2043,Eslicarbazepine
1240,1240,DB14583,P06401|P10275|P04150,P08684,35|57|84|127|184|231|242|253|292|314|345|408|412|421|455|519|555|559|622|650|695|717|800|807|841|926|1017|1019|1035|1057|1060|1087|1153|1162|1189|1206|1274|1303|1325|1366|1380|1436|1460|1484|1491|1738|1802|1873|1917|1971,Segesteroneacetate
1241,1241,DB14631,P04150|P04083,P08684|P20815|P08684|Q9HB55|P20815|P24462|P11509|Q16678|P20813|P10632|P11712|P33261|P80365|P28845,51|80|84|182|192|240|295|314|315|373|408|486|504|519|529|547|622|650|679|695|787|807|849|886|926|967|1009|1019|1057|1060|1102|1154|1162|1223|1257|1274|1307|1325|1380|1428|1436|1489|1531|1544|1604|1716|1738|1762|1819|1831|1838|1873|1917|1926|1938|1997|2004|2021,Prednisolonephosphate
1242,1242,DB14635,P37231|P11473|O15440|P16152|P09211,P33261|P20813|P22309|Q9HAW8|P35503|P22310|P19224|Q9HAW7|Q9HAW9|O60656|P54855|P06133|P16662|P11712|P08684|P20815|P10635|P05177|O75897|P0DMM9|P49888|O43704,25|31|80|94|127|249|350|403|492|524|592|614|650|694|695|716|807|835|841|875|967|1041|1057|1152|1168|1245|1308|1380|1475|1476|1536|1602|1607|1716|1750|1828|1873|1917|1970|2033|2041,Curcuminsulfate
1243,1243,DB14669,P04150|P04083,P08684|P20815,61|80|84|182|192|251|295|314|460|486|504|519|547|650|679|695|748|760|787|807|886|926|967|1019|1020|1042|1057|1060|1154|1165|1194|1257|1274|1292|1309|1325|1380|1428|1436|1448|1556|1609|1624|1716|1738|1774|1791|1819|1828|1838|1867|1873|1909|1917|1926|1928|1975|1997|2004|2021|2026,Betamethasonephosphate
1244,1244,DB14723,P04629|Q16620|Q16288,P08684,40|43|77|97|123|172|216|218|219|231|297|368|378|446|527|559|590|634|650|652|673|684|699|739|807|849|875|926|935|1019|1027|1028|1065|1101|1152|1224|1241|1257|1312|1325|1380|1381|1410|1480|1487|1535|1666|1670|1696|1750|1768|1816|1840|1855|1873|1898|1917|1928|1938|1950|1979|2009,Larotrectinib
1245,1245,DB14761,P0C6X7|Q05318,P10632|P10635|P08684,1|24|43|45|80|104|106|118|147|192|283|294|322|378|389|405|412|435|486|489|546|562|605|610|612|614|626|650|656|674|695|746|767|790|807|863|920|935|989|992|1014|1019|1031|1057|1060|1070|1088|1136|1152|1154|1171|1199|1218|1219|1238|1257|1380|1384|1420|1440|1452|1456|1457|1459|1487|1544|1572|1617|1695|1716|1750|1774|1873|1917|1931|1952|2021|2035|2044|2047,Remdesivir
1246,1246,DB14840,P10721|P09619|Q02763|P35968|P15056|P16234,P10632|P10721|P16234|P08684|P10635|P05181,34|36|45|56|80|181|191|294|314|352|378|389|504|573|581|612|650|699|703|728|770|802|807|833|850|875|927|935|997|1057|1060|1077|1088|1099|1152|1199|1224|1294|1340|1380|1430|1444|1452|1498|1535|1631|1640|1750|1800|1811|1816|1840|1855|1873|1915|1917|1928|1989|1990|2039,Ripretinib
1247,1247,DB14975,P69905,P08684|P11712|P20813|P33261,1|43|80|117|157|283|323|350|378|448|472|515|571|596|599|650|656|676|694|695|745|807|935|975|1004|1029|1039|1043|1048|1057|1063|1088|1226|1255|1316|1349|1380|1410|1452|1597|1602|1607|1692|1750|1831|1866|1873|1954|1970|2029,Voxelotor
1248,1248,DB15035,Q06187|P00533|P04626|Q15303|Q08881|P51813|O60674|P42680|P51451|P52333|Q13882|P09769|P42685|P06239|P42681,P08684|P20813|P08684|Q9HB55|P20815|P24462,140|191|193|305|309|322|323|378|389|400|404|471|480|562|585|586|650|652|694|695|718|803|807|817|896|926|935|959|1019|1066|1088|1114|1160|1171|1199|1252|1325|1366|1377|1380|1412|1461|1480|1568|1589|1608|1617|1645|1661|1689|1726|1741|1750|1819|1866|1873|1912|1917|1956|2009,Zanubrutinib
1249,1249,DB15091,P23458,P08684|P10635,45|48|80|114|187|197|213|218|226|294|311|378|455|479|503|510|546|548|607|638|650|711|739|806|807|817|819|887|926|935|1009|1019|1039|1057|1092|1104|1114|1123|1152|1225|1228|1231|1380|1452|1453|1454|1506|1535|1549|1750|1799|1826|1873|1917|1928|2009,Upadacitinib
